code;libelle français;libelle anglais
COM-02731;"Le Sourd";"undefined"
COM-03317;"Viplaix";"undefined"
COM-02296;"Étreillers";"undefined"
COM-01305;"Pont-de-Vaux";"undefined"
COM-02732;"Surfontaine";"undefined"
COM-03319;"Voussac";"undefined"
COM-02297;"Étrépilly";"undefined"
COM-01306;"Pont-de-Veyle";"undefined"
COM-02734;"Taillefontaine";"undefined"
COM-02298;"Étreux";"undefined"
COM-03320;"Ygrande";"undefined"
COM-01307;"Port";"undefined"
COM-02735;"Tannières";"undefined"
COM-02299;"Évergnicourt";"undefined"
COM-03321;"Yzeure";"undefined"
COM-01308;"Pougny";"undefined"
COM-02736;"Tartiers";"undefined"
COM-02302;"Faverolles";"undefined"
COM-04001;"Aiglun";"undefined"
COM-01309;"Pouillat";"undefined"
COM-02737;"Tavaux-et-Pontséricourt";"undefined"
COM-02303;"Fayet";"undefined"
COM-04004;"Allemagne-en-Provence";"undefined"
COM-01310;"Prémeyzel";"undefined"
COM-02738;"Tergnier";"undefined"
COM-02304;"La Fère";"undefined"
COM-01311;"Prémillieu";"undefined"
COM-04005;"Allons";"undefined"
COM-02739;"Terny-Sorny";"undefined"
COM-02305;"Fère-en-Tardenois";"undefined"
COM-01313;"Prévessin-Moëns";"undefined"
COM-04006;"Allos";"undefined"
COM-02740;"Thenailles";"undefined"
COM-02306;"La Ferté-Chevresis";"undefined"
COM-01314;"Priay";"undefined"
COM-04007;"Angles";"undefined"
COM-02741;"Thenelles";"undefined"
COM-02307;"La Ferté-Milon";"undefined"
COM-01317;"Ramasse";"undefined"
COM-04008;"Annot";"undefined"
COM-02742;"Thiernu";"undefined"
COM-02308;"Fesmy-le-Sart";"undefined"
COM-04009;"Archail";"undefined"
COM-01318;"Rancé";"undefined"
COM-02743;"Le Thuel";"undefined"
COM-02309;"Festieux";"undefined"
COM-04012;"Aubenas-les-Alpes";"undefined"
COM-02744;"Torcy-en-Valois";"undefined"
COM-02310;"Fieulaine";"undefined"
COM-01319;"Relevant";"undefined"
COM-04013;"Aubignosc";"undefined"
COM-02745;"Toulis-et-Attencourt";"undefined"
COM-02311;"Filain";"undefined"
COM-04016;"Authon";"undefined"
COM-02746;"Travecy";"undefined"
COM-01320;"Replonges";"undefined"
COM-02312;"La Flamengrie";"undefined"
COM-04017;"Auzet";"undefined"
COM-02747;"Trefcon";"undefined"
COM-02313;"Flavigny-le-Grand-et-Beaurain";"undefined"
COM-04018;"Banon";"undefined"
COM-01321;"Revonnas";"undefined"
COM-02748;"Trélou-sur-Marne";"undefined"
COM-02315;"Flavy-le-Martel";"undefined"
COM-04019;"Barcelonnette";"undefined"
COM-02749;"Troësnes";"undefined"
COM-01322;"Reyrieux";"undefined"
COM-02316;"Fleury";"undefined"
COM-04020;"Barles";"undefined"
COM-01323;"Reyssouze";"undefined"
COM-02750;"Trosly-Loire";"undefined"
COM-02317;"Fluquières";"undefined"
COM-04021;"Barras";"undefined"
COM-02318;"Folembray";"undefined"
COM-01325;"Rignieux-le-Franc";"undefined"
COM-04022;"Barrême";"undefined"
COM-02751;"Trucy";"undefined"
COM-01328;"Romans";"undefined"
COM-02319;"Fonsomme";"undefined"
COM-04023;"Bayons";"undefined"
COM-02752;"Tugny-et-Pont";"undefined"
COM-01329;"Rossillon";"undefined"
COM-04024;"Beaujeu";"undefined"
COM-02320;"Fontaine-lès-Clercs";"undefined"
COM-02753;"Tupigny";"undefined"
COM-01330;"Ruffieu";"undefined"
COM-04025;"Beauvezer";"undefined"
COM-02754;"Ugny-le-Gay";"undefined"
COM-02321;"Fontaine-lès-Vervins";"undefined"
COM-01331;"Saint-Alban";"undefined"
COM-04026;"Bellaffaire";"undefined"
COM-02755;"Urcel";"undefined"
COM-02322;"Fontaine-Notre-Dame";"undefined"
COM-01332;"Saint-André-de-Bâgé";"undefined"
COM-04027;"Bevons";"undefined"
COM-02756;"Urvillers";"undefined"
COM-02323;"Fontaine-Uterte";"undefined"
COM-01333;"Saint-André-de-Corcy";"undefined"
COM-04028;"Beynes";"undefined"
COM-02757;"Vadencourt";"undefined"
COM-01334;"Saint-André-d'Huiriat";"undefined"
COM-02324;"Fontenelle";"undefined"
COM-04030;"Blieux";"undefined"
COM-02758;"Vailly-sur-Aisne";"undefined"
COM-01335;"Saint-André-le-Bouchoux";"undefined"
COM-02326;"Fontenoy";"undefined"
COM-04031;"Bras-d'Asse";"undefined"
COM-02759;"La Vallée-au-Blé";"undefined"
COM-02327;"Foreste";"undefined"
COM-01336;"Saint-André-sur-Vieux-Jonc";"undefined"
COM-04032;"Braux";"undefined"
COM-02760;"La Vallée-Mulâtre";"undefined"
COM-02328;"Fossoy";"undefined"
COM-01337;"Saint-Bénigne";"undefined"
COM-04033;"Ubaye-Serre-Ponçon";"undefined"
COM-02761;"Variscourt";"undefined"
COM-02329;"Fourdrain";"undefined"
COM-01338;"Groslée-Saint-Benoit";"undefined"
COM-04034;"La Brillanne";"undefined"
COM-02762;"Vassens";"undefined"
COM-02330;"Francilly-Selency";"undefined"
COM-01339;"Saint-Bernard";"undefined"
COM-04035;"Brunet";"undefined"
COM-02763;"Vasseny";"undefined"
COM-02331;"Franqueville";"undefined"
COM-01342;"Sainte-Croix";"undefined"
COM-04036;"Le Brusquet";"undefined"
