code;libelle français;libelle anglais
COM-22232;"Plourhan";"undefined"
COM-22264;"La Roche-Jaudy";"undefined"
COM-22360;"Trégueux";"undefined"
COM-22233;"Plourivo";"undefined"
COM-22362;"Tréguier";"undefined"
COM-22266;"Rostrenen";"undefined"
COM-22237;"Val-d'Arguenon";"undefined"
COM-24067;"Le Bugue";"undefined"
COM-22364;"Trélivan";"undefined"
COM-22272;"Saint-Agathon";"undefined"
COM-22246;"Pommeret";"undefined"
COM-22273;"Saint-Alban";"undefined"
COM-24098;"Champcevinel";"undefined"
COM-22372;"Trémuson";"undefined"
COM-22251;"Pordic";"undefined"
COM-22277;"Saint-Brandan";"undefined"
COM-24102;"Chancelade";"undefined"
COM-22258;"Quessoy";"undefined"
COM-22389;"Yffiniac";"undefined"
COM-22278;"Saint-Brieuc";"undefined"
COM-22282;"Saint-Cast-le-Guildo";"undefined"
COM-24115;"Château-l'Évêque";"undefined"
COM-23008;"Aubusson";"undefined"
COM-24299;"Mussidan";"undefined"
COM-22307;"Saint-Julien";"undefined"
COM-24138;"Coulounieix-Chamiers";"undefined"
COM-22325;"Saint-Quay-Portrieux";"undefined"
COM-23030;"Bourganeuf";"undefined"
COM-24309;"Neuvic";"undefined"
COM-24547;"Terrasson-Lavilledieu";"undefined"
COM-22339;"Taden";"undefined"
COM-24551;"Thiviers";"undefined"
COM-24139;"Coursac";"undefined"
COM-24311;"Nontron";"undefined"
COM-23096;"Guéret";"undefined"
COM-22343;"Trébeurden";"undefined"
COM-24312;"Sanilhac";"undefined"
COM-24557;"Trélissac";"undefined"
COM-24167;"Eymet";"undefined"
COM-23176;"La Souterraine";"undefined"
COM-22353;"Trégastel";"undefined"
COM-25147;"Chemaudin et Vaux";"undefined"
COM-25204;"Doubs";"undefined"
COM-24322;"Périgueux";"undefined"
COM-25031;"Audincourt";"undefined"
COM-24222;"La Force";"undefined"
COM-25212;"École-Valentin";"undefined"
COM-24335;"Port-Sainte-Foy-et-Ponchapt";"undefined"
COM-23193;"Sainte-Feyre";"undefined"
COM-25367;"Mandeure";"undefined"
COM-25228;"Étupes";"undefined"
COM-25035;"Les Auxons";"undefined"
COM-25370;"Mathay";"undefined"
COM-24340;"Prigonrieux";"undefined"
COM-24223;"Lalinde";"undefined"
COM-24026;"Bassillac et Auberoche";"undefined"
COM-24350;"Razac-sur-l'Isle";"undefined"
COM-25230;"Exincourt";"undefined"
COM-25036;"Avanne-Aveney";"undefined"
COM-25381;"Miserey-Salines";"undefined"
COM-24225;"Lamonzie-Saint-Martin";"undefined"
COM-24352;"Ribérac";"undefined"
COM-24037;"Bergerac";"undefined"
COM-25237;"Fesches-le-Châtel";"undefined"
COM-25043;"Bart";"undefined"
COM-24354;"La Roche-Chalais";"undefined"
COM-25388;"Montbéliard";"undefined"
COM-24253;"Mareuil en Périgord";"undefined"
COM-24053;"Boulazac Isle Manoire";"undefined"
COM-24372;"Saint-Astier";"undefined"
COM-25047;"Baume-les-Dames";"undefined"
COM-25240;"Les Fins";"undefined"
COM-25397;"Montferrand-le-Château";"undefined"
COM-24256;"Marsac-sur-l'Isle";"undefined"
COM-24064;"Brantôme en Périgord";"undefined"
COM-24442;"Saint-Léon-sur-l'Isle";"undefined"
COM-25258;"Franois";"undefined"
COM-25048;"Bavans";"undefined"
COM-25403;"Montlebon";"undefined"
COM-24291;"Montignac-Lascaux";"undefined"
COM-25284;"Grand-Charmont";"undefined"
COM-25056;"Besançon";"undefined"
COM-24520;"Sarlat-la-Canéda";"undefined"
COM-25411;"Morteau";"undefined"
COM-24294;"Montpon-Ménestérol";"undefined"
COM-25512;"Le Russey";"undefined"
COM-25304;"Hérimoncourt";"undefined"
COM-25527;"Saint-Vit";"undefined"
COM-25057;"Bethoncourt";"undefined"
COM-25432;"Orchamps-Vennes";"undefined"
COM-26037;"Beaumont-lès-Valence";"undefined"
COM-25532;"Saône";"undefined"
COM-25315;"L'Isle-sur-le-Doubs";"undefined"
COM-25060;"Val-d'Usiers";"undefined"
COM-25434;"Ornans";"undefined"
COM-26057;"Bourg-de-Péage";"undefined"
COM-25539;"Seloncourt";"undefined"
COM-25321;"Villers-le-Lac";"undefined"
COM-25127;"Charquemont";"undefined"
COM-25454;"Pirey";"undefined"
COM-25547;"Sochaux";"undefined"
COM-26058;"Bourg-lès-Valence";"undefined"
COM-26144;"Grane";"undefined"
COM-25334;"Levier";"undefined"
COM-25560;"Thise";"undefined"
COM-25133;"Châtillon-le-Duc";"undefined"
COM-25462;"Pontarlier";"undefined"
COM-26063;"Buis-les-Baronnies";"undefined"
COM-25356;"Maîche";"undefined"
COM-26064;"Chabeuil";"undefined"
COM-26165;"Livron-sur-Drôme";"undefined"
COM-26250;"Pont-de-l'Isère";"undefined"
COM-25463;"Pont-de-Roide-Vermondans";"undefined"
COM-25578;"Valdahon";"undefined"
COM-26166;"Loriol-sur-Drôme";"undefined"
COM-26252;"Portes-lès-Valence";"undefined"
COM-26084;"Châteauneuf-sur-Isère";"undefined"
COM-25467;"Pouilley-les-Vignes";"undefined"
COM-25580;"Valentigney";"undefined"
COM-26169;"Malataverne";"undefined"
COM-25495;"Roche-lez-Beaupré";"undefined"
COM-26085;"Châteauneuf-du-Rhône";"undefined"
COM-25614;"Vieux-Charmont";"undefined"
COM-26271;"La Roche-de-Glun";"undefined"
COM-26170;"Malissard";"undefined"
COM-26357;"Tulette";"undefined"
COM-26088;"Chatuzange-le-Goubet";"undefined"
COM-25632;"Voujeaucourt";"undefined"
COM-26179;"Mercurol-Veaunes";"undefined"
COM-26362;"Valence";"undefined"
COM-26108;"Crest";"undefined"
COM-26281;"Romans-sur-Isère";"undefined"
COM-27016;"Les Andelys";"undefined"
COM-26004;"Alixan";"undefined"
COM-26191;"Montboucher-sur-Jabron";"undefined"
COM-26113;"Die";"undefined"
COM-26301;"Saint-Donat-sur-l'Herbasse";"undefined"
COM-26197;"Montélier";"undefined"
COM-26114;"Dieulefit";"undefined"
COM-27022;"Le Val d'Hazey";"undefined"
COM-26006;"Allex";"undefined"
COM-27165;"Conches-en-Ouche";"undefined"
COM-26116;"Donzère";"undefined"
COM-26010;"Anneyron";"undefined"
COM-26198;"Montélimar";"undefined"
COM-27180;"Courcelles-sur-Seine";"undefined"
COM-27049;"Mesnil-en-Ouche";"undefined"
COM-26307;"Saint-Jean-en-Royans";"undefined"
COM-26124;"Étoile-sur-Rhône";"undefined"
COM-26206;"Montmeyran";"undefined"
COM-26011;"Aouste-sur-Sye";"undefined"
COM-27183;"La Couture-Boussey";"undefined"
COM-27051;"Beaumont-le-Roger";"undefined"
COM-26139;"Génissieux";"undefined"
COM-26313;"Saint-Marcel-lès-Valence";"undefined"
COM-27191;"Clef Vallée d'Eure";"undefined"
COM-26218;"Mours-Saint-Eusèbe";"undefined"
COM-27056;"Bernay";"undefined"
COM-27299;"Gravigny";"undefined"
COM-27306;"Guichainville";"undefined"
COM-27065;"Beuzeville";"undefined"
COM-26220;"Nyons";"undefined"
COM-26324;"Saint-Paul-Trois-Châteaux";"undefined"
COM-27198;"Mesnils-sur-Iton";"undefined"
COM-27355;"Ivry-la-Bataille";"undefined"
COM-27082;"La Bonneville-sur-Iton";"undefined"
COM-26231;"Peyrins";"undefined"
COM-26325;"Saint-Rambert-d'Albon";"undefined"
COM-27517;"Saint-Aubin-sur-Gaillon";"undefined"
COM-27213;"Vexin-sur-Epte";"undefined"
COM-27090;"Bosroumois";"undefined"
COM-27528;"Le Vaudreuil";"undefined"
COM-27375;"Louviers";"undefined"
COM-26235;"Pierrelatte";"undefined"
COM-27103;"Bourg-Achard";"undefined"
COM-27226;"Étrépagny";"undefined"
COM-26330;"Saint-Sorlin-en-Valloire";"undefined"
COM-27554;"La Chapelle-Longueville";"undefined"
COM-27425;"Nassandres sur Risle";"undefined"
COM-27105;"Grand Bourgtheroulde";"undefined"
COM-26332;"Saint-Uze";"undefined"
COM-27229;"Évreux";"undefined"
COM-27562;"Saint-Marcel";"undefined"
COM-28051;"Bonneval";"undefined"
COM-27428;"Le Neubourg";"undefined"
COM-27112;"Breteuil";"undefined"
COM-28061;"Brou";"undefined"
COM-27230;"Ézy-sur-Eure";"undefined"
COM-26333;"Saint-Vallier";"undefined"
COM-27580;"Saint-Ouen-de-Thouberville";"undefined"
COM-27116;"Brionne";"undefined"
COM-28196;"Illiers-Combray";"undefined"
COM-28064;"Bû";"undefined"
COM-28199;"Janville-en-Beauce";"undefined"
COM-27602;"Saint-Sébastien-de-Morsent";"undefined"
COM-26345;"Suze-la-Rousse";"undefined"
COM-27275;"Gaillon";"undefined"
COM-28070;"Champhol";"undefined"
COM-28209;"Lèves";"undefined"
COM-27638;"Le Thuit de l'Oison";"undefined"
COM-26347;"Tain-l'Hermitage";"undefined"
COM-28348;"Saint-Lubin-des-Joncherets";"undefined"
COM-27278;"Garennes-sur-Eure";"undefined"
COM-27438;"Nonancourt";"undefined"
COM-28085;"Chartres";"undefined"
COM-27679;"Verneuil d'Avre et d'Iton";"undefined"
COM-28214;"La Loupe";"undefined"
COM-28358;"Saint-Prest";"undefined"
COM-27279;"Gasny";"undefined"
COM-27448;"Pacy-sur-Eure";"undefined"
COM-28359;"Saint-Rémy-sur-Avre";"undefined"
COM-27681;"Vernon";"undefined"
COM-27284;"Gisors";"undefined"
COM-28218;"Lucé";"undefined"
COM-28088;"Châteaudun";"undefined"
COM-29020;"Briec";"undefined"
COM-27458;"Pîtres";"undefined"
COM-29022;"Camaret-sur-Mer";"undefined"
COM-27701;"Val-de-Reuil";"undefined"
COM-28373;"Senonches";"undefined"
COM-28089;"Châteauneuf-en-Thymerais";"undefined"
COM-28220;"Luisant";"undefined"
COM-29023;"Carantec";"undefined"
COM-28227;"Maintenon";"undefined"
COM-28001;"Abondant";"undefined"
COM-28103;"Cloyes-les-Trois-Rivières";"undefined"
COM-28391;"Toury";"undefined"
COM-29046;"Douarnenez";"undefined"
COM-27467;"Pont-Audemer";"undefined"
COM-29024;"Carhaix-Plouguer";"undefined"
COM-28393;"Tremblay-les-Villages";"undefined"
COM-29048;"Edern";"undefined"
COM-28229;"Mainvilliers";"undefined"
COM-28007;"Anet";"undefined"
COM-28110;"Le Coudray";"undefined"
COM-29026;"Châteaulin";"undefined"
COM-28404;"Vernouillet";"undefined"
COM-29049;"Elliant";"undefined"
COM-28116;"Courville-sur-Eure";"undefined"
COM-28236;"Arcisses";"undefined"
COM-27469;"Pont-de-l'Arche";"undefined"
COM-28012;"Vald'Yerre";"undefined"
COM-28422;"Les Villages Vovéens";"undefined"
COM-28134;"Dreux";"undefined"
COM-29051;"Ergué-Gabéric";"undefined"
COM-29027;"Châteauneuf-du-Faou";"undefined"
COM-27493;"Romilly-sur-Andelle";"undefined"
COM-28279;"Nogent-le-Roi";"undefined"
COM-29003;"Audierne";"undefined"
COM-28015;"Auneau-Bleury-Saint-Symphorien";"undefined"
COM-29055;"Le Folgoët";"undefined"
COM-28140;"Épernon";"undefined"
COM-27502;"Rugles";"undefined"
COM-28280;"Nogent-le-Rotrou";"undefined"
COM-29004;"Bannalec";"undefined"
COM-29030;"Cléder";"undefined"
COM-29057;"La Forêt-Fouesnant";"undefined"
COM-28168;"Gallardon";"undefined"
COM-27507;"Saint-André-de-l'Eure";"undefined"
COM-29006;"Bénodet";"undefined"
COM-28298;"Pierres";"undefined"
COM-29058;"Fouesnant";"undefined"
COM-28191;"Hanches";"undefined"
COM-29031;"Clohars-Carnoët";"undefined"
COM-28334;"Saint-Denis-Lanneray";"undefined"
COM-29011;"Bohars";"undefined"
COM-29060;"Gouesnach";"undefined"
COM-28337;"Saint-Georges-sur-Eure";"undefined"
COM-29015;"Bourg-Blanc";"undefined"
COM-29061;"Gouesnou";"undefined"
COM-29032;"Clohars-Fouesnant";"undefined"
COM-29019;"Brest";"undefined"
COM-29068;"Guiclan";"undefined"
COM-29037;"Combrit";"undefined"
COM-29069;"Guilers";"undefined"
COM-29039;"Concarneau";"undefined"
COM-29072;"Guilvinec";"undefined"
COM-29075;"Guipavas";"undefined"
COM-29040;"Le Conquet";"undefined"
COM-29076;"Milizac-Guipronvel";"undefined"
COM-29042;"Crozon";"undefined"
COM-29078;"Hanvec";"undefined"
COM-29045;"Dirinon";"undefined"
COM-29080;"Hôpital-Camfrout";"undefined"
COM-29091;"Kerlouan";"undefined"
COM-29140;"Loperhet";"undefined"
COM-29097;"Lampaul-Guimiliau";"undefined"
COM-29146;"Melgven";"undefined"
COM-29098;"Lampaul-Plouarzel";"undefined"
COM-29167;"Plogastel-Saint-Germain";"undefined"
COM-29101;"Landéda";"undefined"
COM-29147;"Mellac";"undefined"
COM-29169;"Plogonnec";"undefined"
COM-29103;"Landerneau";"undefined"
COM-29150;"Moëlan-sur-Mer";"undefined"
COM-29170;"Plomelin";"undefined"
COM-29188;"Plougasnou";"undefined"
COM-29105;"Landivisiau";"undefined"
COM-29151;"Morlaix";"undefined"
COM-29189;"Plougastel-Daoulas";"undefined"
COM-29171;"Plomeur";"undefined"
COM-29113;"Lanmeur";"undefined"
COM-29153;"Névez";"undefined"
COM-29190;"Plougonvelin";"undefined"
COM-29172;"Plomodiern";"undefined"
COM-29117;"Lannilis";"undefined"
COM-29156;"Pencran";"undefined"
COM-29191;"Plougonven";"undefined"
COM-29124;"Lesneven";"undefined"
COM-29212;"Plouzané";"undefined"
COM-29173;"Plonéis";"undefined"
COM-29215;"Plozévet";"undefined"
COM-29158;"Penmarch";"undefined"
COM-29254;"Saint-Martin-des-Champs";"undefined"
COM-29195;"Plouguerneau";"undefined"
COM-29130;"Locmaria-Plouzané";"undefined"
COM-29257;"Saint-Pabu";"undefined"
COM-29174;"Plonéour-Lanvern";"undefined"
COM-29160;"Plabennec";"undefined"
COM-29196;"Plouguin";"undefined"
COM-29216;"Pluguffan";"undefined"
COM-29135;"Loctudy";"undefined"
COM-29302;"Pont-de-Buis-lès-Quimerch";"undefined"
COM-29161;"Pleuven";"undefined"
COM-29259;"Saint-Pol-de-Léon";"undefined"
COM-29175;"Plonévez-du-Faou";"undefined"
COM-2A001;"Afa";"undefined"
COM-29137;"Logonna-Daoulas";"undefined"
COM-29260;"Saint-Renan";"undefined"
COM-29177;"Plouarzel";"undefined"
COM-2A004;"Ajaccio";"undefined"
COM-29197;"Plouhinec";"undefined"
COM-2A006;"Alata";"undefined"
COM-29217;"Pont-Aven";"undefined"
COM-29162;"Pleyben";"undefined"
COM-2A272;"Sartène";"undefined"
COM-29266;"Saint-Thégonnec Loc-Eguiner";"undefined"
COM-29199;"Plouigneau";"undefined"
COM-29178;"Ploudalmézeau";"undefined"
COM-2A032;"Bastelicaccia";"undefined"
COM-29220;"Pont-l'Abbé";"undefined"
COM-2A362;"Zonza";"undefined"
COM-29163;"Pleyber-Christ";"undefined"
COM-29272;"Saint-Yvi";"undefined"
COM-29201;"Ploumoguer";"undefined"
COM-29179;"Ploudaniel";"undefined"
COM-29225;"Pouldreuzic";"undefined"
COM-2A041;"Bonifacio";"undefined"
COM-29165;"Plobannalec-Lesconil";"undefined"
COM-2B009;"Aléria";"undefined"
COM-29204;"Plounéventer";"undefined"
COM-29181;"Plouédern";"undefined"
COM-29273;"Santec";"undefined"
COM-2A103;"Cuttoli-Corticchiato";"undefined"
COM-2B033;"Bastia";"undefined"
COM-2B168;"Monticello";"undefined"
COM-29206;"Plounévez-Lochrist";"undefined"
COM-29184;"Plouénan";"undefined"
COM-2A130;"Grosseto-Prugna";"undefined"
COM-2B037;"Biguglia";"undefined"
COM-29274;"Scaër";"undefined"
COM-2B207;"Penta-di-Casinca";"undefined"
COM-29232;"Quimper";"undefined"
COM-29207;"Plourin-lès-Morlaix";"undefined"
COM-2A139;"Lecci";"undefined"
COM-29185;"Plouescat";"undefined"
COM-29277;"Sizun";"undefined"
COM-2B042;"Borgo";"undefined"
COM-29209;"Plouvien";"undefined"
COM-29233;"Quimperlé";"undefined"
COM-2B251;"Prunelli-di-Fiumorbo";"undefined"
COM-2A209;"Peri";"undefined"
COM-29210;"Plouvorn";"undefined"
COM-2B049;"Calenzana";"undefined"
COM-29279;"Taulé";"undefined"
COM-29234;"Rédené";"undefined"
COM-2B305;"San-Martino-di-Lota";"undefined"
COM-2A228;"Pietrosella";"undefined"
COM-2B050;"Calvi";"undefined"
COM-29280;"Telgruc-sur-Mer";"undefined"
COM-2B313;"San-Nicolao";"undefined"
COM-2A247;"Porto-Vecchio";"undefined"
COM-2B087;"Cervione";"undefined"
COM-2B342;"Ventiseri";"undefined"
COM-29235;"Le Relecq-Kerhuon";"undefined"
COM-29284;"Treffiagat";"undefined"
COM-2A249;"Propriano";"undefined"
COM-2B096;"Corte";"undefined"
COM-2B346;"Vescovato";"undefined"
COM-2A271;"Sarrola-Carcopino";"undefined"
COM-29293;"Trégunc";"undefined"
COM-2B353;"Ville-di-Pietrabugno";"undefined"
COM-2B120;"Furiani";"undefined"
COM-29297;"Tréméven";"undefined"
COM-29236;"Riec-sur-Bélon";"undefined"
COM-30003;"Aigues-Mortes";"undefined"
COM-2B123;"Ghisonaccia";"undefined"
COM-29239;"Roscoff";"undefined"
COM-30004;"Aigues-Vives";"undefined"
COM-2B134;"L'Île-Rousse";"undefined"
COM-29241;"Rosporden";"undefined"
COM-30006;"Aimargues";"undefined"
COM-2B148;"Lucciana";"undefined"
COM-29247;"Saint-Évarzec";"undefined"
COM-30007;"Alès";"undefined"
COM-30010;"Anduze";"undefined"
COM-30011;"Les Angles";"undefined"
COM-30012;"Aramon";"undefined"
COM-30019;"Aubais";"undefined"
COM-30020;"Aubord";"undefined"
COM-30027;"Bagard";"undefined"
COM-30028;"Bagnols-sur-Cèze";"undefined"
COM-30032;"Beaucaire";"undefined"
COM-30033;"Beauvoisin";"undefined"
COM-30034;"Bellegarde";"undefined"
COM-30036;"Bernis";"undefined"
COM-30037;"Bessèges";"undefined"
COM-30039;"Bezouce";"undefined"
COM-30042;"Boisset-et-Gaujac";"undefined"
COM-30047;"Bouillargues";"undefined"
COM-30059;"Le Cailar";"undefined"
COM-30060;"Caissargues";"undefined"
COM-30061;"La Calmette";"undefined"
COM-30062;"Calvisson";"undefined"
COM-30075;"Caveirac";"undefined"
COM-30082;"Clarensac";"undefined"
COM-30083;"Codognan";"undefined"
COM-30117;"Fourques";"undefined"
COM-30138;"Langlade";"undefined"
COM-30141;"Laudun-l'Ardoise";"undefined"
COM-30123;"Gallargues-le-Montueux";"undefined"
COM-30152;"Les Mages";"undefined"
COM-30125;"Garons";"undefined"
COM-30155;"Manduel";"undefined"
COM-30128;"Générac";"undefined"
COM-30156;"Marguerittes";"undefined"
COM-30166;"Meynes";"undefined"
COM-30132;"La Grand-Combe";"undefined"
COM-30169;"Milhaud";"undefined"
COM-30133;"Le Grau-du-Roi";"undefined"
COM-30179;"Montfrin";"undefined"
COM-30135;"Jonquières-Saint-Vincent";"undefined"
COM-30186;"Nages-et-Solorgues";"undefined"
COM-30189;"Nîmes";"undefined"
COM-30202;"Pont-Saint-Esprit";"undefined"
COM-30206;"Poulx";"undefined"
COM-30209;"Pujaut";"undefined"
COM-30210;"Quissac";"undefined"
COM-30211;"Redessan";"undefined"
COM-30212;"Remoulins";"undefined"
COM-30214;"Ribaute-les-Tavernes";"undefined"
COM-30217;"Rochefort-du-Gard";"undefined"
COM-30221;"Roquemaure";"undefined"
COM-30223;"Rousson";"undefined"
COM-30269;"Saint-Jean-du-Gard";"undefined"
COM-30274;"Saint-Julien-les-Rosiers";"undefined"
COM-30276;"Saint-Laurent-d'Aigouze";"undefined"
COM-30227;"Saint-Ambroix";"undefined"
COM-30278;"Saint-Laurent-des-Arbres";"undefined"
COM-30241;"Saint-Chaptes";"undefined"
COM-30284;"Saint-Martin-de-Valgalgues";"undefined"
COM-30294;"Saint-Privat-des-Vieux";"undefined"
COM-30243;"Saint-Christol-lez-Alès";"undefined"
COM-30295;"Saint-Quentin-la-Poterie";"undefined"
COM-30254;"Saint-Geniès-de-Comolas";"undefined"
COM-30302;"Saint-Victor-la-Coste";"undefined"
COM-30255;"Saint-Geniès-de-Malgoirès";"undefined"
COM-30305;"Salindres";"undefined"
COM-30258;"Saint-Gilles";"undefined"
COM-30307;"Les Salles-du-Gardon";"undefined"
COM-30333;"Uchaud";"undefined"
COM-30259;"Saint-Hilaire-de-Brethmas";"undefined"
COM-30334;"Uzès";"undefined"
COM-30312;"Sauveterre";"undefined"
COM-30263;"Saint-Hippolyte-du-Fort";"undefined"
COM-30341;"Vauvert";"undefined"
COM-31048;"Baziège";"undefined"
COM-30315;"Saze";"undefined"
COM-31056;"Beauzelle";"undefined"
COM-30344;"Vergèze";"undefined"
COM-30321;"Sommières";"undefined"
COM-31065;"Bérat";"undefined"
COM-30350;"Le Vigan";"undefined"
COM-30326;"Tavel";"undefined"
COM-31066;"Bessières";"undefined"
COM-30351;"Villeneuve-lès-Avignon";"undefined"
COM-31069;"Blagnac";"undefined"
COM-30356;"Rodilhan";"undefined"
COM-31079;"Bouloc";"undefined"
COM-31004;"Ayguesvives";"undefined"
COM-31088;"Brax";"undefined"
COM-31022;"Aucamville";"undefined"
COM-31117;"Castelmaurou";"undefined"
COM-31091;"Bruguières";"undefined"
COM-31118;"Castelnau-d'Estrétefonds";"undefined"
COM-31032;"Aussonne";"undefined"
COM-31094;"Buzet-sur-Tarn";"undefined"
COM-31135;"Cazères";"undefined"
COM-31033;"Auterive";"undefined"
COM-31100;"Calmont";"undefined"
COM-31136;"Cépet";"undefined"
COM-31106;"Caraman";"undefined"
COM-31035;"Auzeville-Tolosane";"undefined"
COM-31145;"Cintegabelle";"undefined"
COM-31042;"Bagnères-de-Luchon";"undefined"
COM-31149;"Colomiers";"undefined"
COM-31107;"Carbonne";"undefined"
COM-31044;"Balma";"undefined"
COM-31150;"Cornebarrieu";"undefined"
COM-31184;"Flourens";"undefined"
COM-31113;"Castanet-Tolosan";"undefined"
COM-31157;"Cugnaux";"undefined"
COM-31116;"Castelginest";"undefined"
COM-31186;"Fonbeauzard";"undefined"
COM-31263;"Lagardelle-sur-Lèze";"undefined"
COM-31160;"Daux";"undefined"
COM-31163;"Drémil-Lafage";"undefined"
COM-31271;"Lanta";"undefined"
COM-31187;"Fonsorbes";"undefined"
COM-31358;"Montastruc-la-Conseillère";"undefined"
COM-31165;"Eaunes";"undefined"
COM-31273;"Lapeyrouse-Fossat";"undefined"
COM-31169;"Escalquens";"undefined"
COM-31364;"Montberon";"undefined"
COM-31188;"Fontenilles";"undefined"
COM-31421;"Pins-Justaret";"undefined"
COM-31424;"Plaisance-du-Touch";"undefined"
COM-31181;"Le Fauga";"undefined"
COM-31375;"Montesquieu-Volvestre";"undefined"
COM-31282;"Launaguet";"undefined"
COM-31202;"Fronton";"undefined"
COM-31182;"Fenouillet";"undefined"
COM-31429;"Pompertuzat";"undefined"
COM-31287;"Lavernose-Lacasse";"undefined"
COM-31381;"Montgiscard";"undefined"
COM-31481;"Sainte-Foy-de-Peyrolières";"undefined"
COM-31291;"Léguevin";"undefined"
COM-31483;"Saint-Gaudens";"undefined"
COM-31203;"Frouzins";"undefined"
COM-31433;"Portet-sur-Garonne";"undefined"
COM-31389;"Montrabé";"undefined"
COM-31293;"Lespinasse";"undefined"
COM-31205;"Gagnac-sur-Garonne";"undefined"
COM-31445;"Quint-Fonsegrives";"undefined"
COM-31297;"Lévignac";"undefined"
COM-31484;"Saint-Geniès-Bellevue";"undefined"
COM-31555;"Toulouse";"undefined"
COM-31390;"Montréjeau";"undefined"
COM-31299;"Lherm";"undefined"
COM-31228;"Gragnague";"undefined"
COM-31557;"Tournefeuille";"undefined"
COM-31395;"Muret";"undefined"
COM-31230;"Gratentour";"undefined"
COM-31446;"Ramonville-Saint-Agne";"undefined"
COM-31488;"Saint-Jean";"undefined"
COM-31303;"Longages";"undefined"
COM-31396;"Nailloux";"undefined"
COM-31561;"L'Union";"undefined"
COM-31232;"Grenade";"undefined"
COM-31451;"Revel";"undefined"
COM-31324;"Martres-Tolosane";"undefined"
COM-31399;"Noé";"undefined"
COM-31490;"Saint-Jory";"undefined"
COM-31572;"Venerque";"undefined"
COM-31248;"Labarthe-sur-Lèze";"undefined"
COM-32147;"Gimont";"undefined"
COM-31454;"Rieumes";"undefined"
COM-31409;"Péchabou";"undefined"
COM-31341;"Merville";"undefined"
COM-31573;"Verfeil";"undefined"
COM-32160;"L'Isle-Jourdain";"undefined"
COM-31253;"Labastidette";"undefined"
COM-31497;"Saint-Loup-Cammas";"undefined"
COM-31455;"Rieux-Volvestre";"undefined"
COM-31345;"Miremont";"undefined"
COM-31574;"Vernet";"undefined"
COM-32208;"Lectoure";"undefined"
COM-31410;"Pechbonnieu";"undefined"
COM-31254;"Labège";"undefined"
COM-33009;"Arcachon";"undefined"
COM-33042;"Belin-Béliet";"undefined"
COM-31351;"Mondonville";"undefined"
COM-33011;"Arès";"undefined"
COM-31417;"Pibrac";"undefined"
COM-33049;"Beychac-et-Caillau";"undefined"
COM-31582;"Villefranche-de-Lauragais";"undefined"
COM-31259;"Lacroix-Falgarde";"undefined"
COM-32213;"Lombez";"undefined"
COM-33051;"Biganos";"undefined"
COM-31420;"Pinsaguel";"undefined"
COM-31584;"Villemur-sur-Tarn";"undefined"
COM-33012;"Arsac";"undefined"
COM-32249;"Mauvezin";"undefined"
COM-33056;"Blanquefort";"undefined"
COM-31499;"Saint-Lys";"undefined"
COM-31588;"Villeneuve-Tolosane";"undefined"
COM-33013;"Artigues-près-Bordeaux";"undefined"
COM-32256;"Mirande";"undefined"
COM-33058;"Blaye";"undefined"
COM-31592;"Larra";"undefined"
COM-32296;"Nogaro";"undefined"
COM-33015;"Arveyres";"undefined"
COM-31506;"Saint-Orens-de-Gameville";"undefined"
COM-33063;"Bordeaux";"undefined"
COM-32013;"Auch";"undefined"
COM-32307;"Pavie";"undefined"
COM-33018;"Val de Virvée";"undefined"
COM-33065;"Bouliac";"undefined"
COM-31458;"Roques";"undefined"
COM-33090;"Canéjan";"undefined"
COM-32107;"Condom";"undefined"
COM-32410;"Samatan";"undefined"
COM-31516;"Saint-Sauveur";"undefined"
COM-33019;"Audenge";"undefined"
COM-33067;"Bourg";"undefined"
COM-33096;"Carbon-Blanc";"undefined"
COM-32119;"Eauze";"undefined"
COM-32462;"Vic-Fezensac";"undefined"
COM-31460;"Roquettes";"undefined"
COM-33069;"Le Bouscat";"undefined"
COM-31517;"Saint-Sulpice-sur-Lèze";"undefined"
COM-32132;"Fleurance";"undefined"
COM-33138;"Coutras";"undefined"
COM-33001;"Abzac";"undefined"
COM-33097;"Carcans";"undefined"
COM-33022;"Avensan";"undefined"
COM-31462;"Rouffiac-Tolosan";"undefined"
COM-31526;"La Salvetat-Saint-Gilles";"undefined"
COM-33075;"Bruges";"undefined"
COM-33140;"Créon";"undefined"
COM-33003;"Ambarès-et-Lagrave";"undefined"
COM-33099;"Carignan-de-Bordeaux";"undefined"
COM-31467;"Saint-Alban";"undefined"
COM-33143;"Cubzac-les-Ponts";"undefined"
COM-31533;"Saubens";"undefined"
COM-33077;"Cabanac-et-Villagrains";"undefined"
COM-33203;"Hourtin";"undefined"
COM-33104;"Castelnau-de-Médoc";"undefined"
COM-33004;"Ambès";"undefined"
COM-33029;"Le Barp";"undefined"
COM-33146;"Cussac-Fort-Médoc";"undefined"
COM-31480;"Sainte-Foy-d'Aigrefeuille";"undefined"
COM-33080;"Cadaujac";"undefined"
COM-33207;"Izon";"undefined"
COM-33108;"Castillon-la-Bataille";"undefined"
COM-31541;"Seilh";"undefined"
COM-33005;"Andernos-les-Bains";"undefined"
COM-33213;"La Brède";"undefined"
COM-33154;"Les Églisottes-et-Chalaures";"undefined"
COM-33081;"Cadillac-sur-Garonne";"undefined"
COM-33030;"Barsac";"undefined"
