code;libelle français;libelle anglais
C1;"Ménage disposant d’une seule voiture";"1 car"
C0;"Ménage ne disposant d’aucune voiture";"None"
C_GE2;"Ménage disposant de deux voitures ou plus";"2 cars and more"
_T;"Total";"Total"
