code;libelle français;libelle anglais
Y10T19;"De 10 à 19 ans";"10-19 years"
Y20T29;"De 20 à 29 ans";"20-29 years"
Y5T9;"De 5 à 9 ans";"5-9 years"
Y2T4;"De 2 à 4 ans";"2-4 years"
Y_GE30;"30 ans ou plus";"30 years or over"
Y_LT2;"Moins de 2 ans";"Less 2 years"
_T;"Total";"Total"
