code;libelle français;libelle anglais
Y15T24;"De 15 à 24 ans ";"From 15 to 24 years"
Y15T64;"De 15 à 64 ans";"From 15 to 64 years"
Y25T54;"De 25 à 54 ans";"From 25 to 54 years"
Y55T64;"De 55 à 64 ans";"From 55 to 64 years"
Y_GE15;"15 ans ou plus";"15 years old or older"
