code;libelle français;libelle anglais
1;"Au-dessus de 1500 personnes";"More than 1500 persons"
3;"De 301 à 700 Personnes";"From 301 to 700 persons"
2;"De 701 à 1500 personnes";"From 701 to 1500 persons"
4;"De 101 à 300 personnes";"From 101 to 300 persons"
5;"Inférieur ou égal à 100 personnes";"Under 100 persons"
_U;"Indéterminé";"Unknown"
_Z;"Sans objet";"Not applicable"
