code;libelle français;libelle anglais
250;"France";"France"
150;"Europe";"Europe"
276;"Allemagne";"Germany"
380;"Italie";"Italy"
528;"Pays-Bas";"Netherlands"
56;"Belgique";"Belgium"
620;"Portugal";"Portugal"
724;"Espagne";"Spain"
TOUR_EUR_OTH;"Autres pays d’Europe";"Other countries in Europe"
_T;"Total";"Total"
