code;libelle français;libelle anglais
Y_LT30;"Moins de 30 ans";"Under 30 years old"
Y30T39;"De 30 à 39 ans";"30 to 39 years old"
Y40T49;"De 40 à 49 ans";"From 40 to 49 years"
Y50T59;"De 50 à 59 ans";"From 50 to 59 years"
Y60T74;"De 60 à 74 ans";"From 60 to 74 years"
Y_GE75;"75 ans ou plus";"75 years old or older"
_T;"Total";"Total"
