code;libelle français;libelle anglais
COM-27567;"Sainte-Marie-de-Vatimesnil";"undefined"
COM-27590;"Saint-Pierre-de-Cernières";"undefined"
COM-27545;"Saint-Germain-de-Pasquier";"undefined"
COM-27610;"Saint-Victor-sur-Avre";"undefined"
COM-27601;"Saint-Samson-de-la-Roque";"undefined"
COM-27579;"Saint-Ouen-de-Pontcheuil";"undefined"
COM-27558;"Saint-Léger-du-Gennetey";"undefined"
COM-27528;"Le Vaudreuil";"undefined"
COM-27539;"Saint-Étienne-sous-Bailleul";"undefined"
COM-27602;"Saint-Sébastien-de-Morsent";"undefined"
COM-27580;"Saint-Ouen-de-Thouberville";"undefined"
COM-27611;"Saint-Vigor";"undefined"
COM-27568;"Sainte-Marthe";"undefined"
COM-27546;"Saint-Germain-des-Angles";"undefined"
COM-27591;"Saint-Pierre-de-Cormeilles";"undefined"
COM-27529;"Saint-Cyr-la-Campagne";"undefined"
COM-27560;"Saint-Luc";"undefined"
COM-27620;"Selles";"undefined"
COM-27582;"Saint-Ouen-du-Tilleul";"undefined"
COM-27612;"Saint-Vincent-des-Bois";"undefined"
COM-27561;"Saint-Maclou";"undefined"
COM-27592;"Saint-Pierre-de-Salerne";"undefined"
COM-27584;"Saint-Paul-de-Fourques";"undefined"
COM-27603;"Saint-Siméon";"undefined"
COM-27621;"Serez";"undefined"
COM-27631;"Thierville";"undefined"
COM-27569;"Saint-Martin-du-Tilleul";"undefined"
COM-27613;"Saint-Vincent-du-Boulay";"undefined"
COM-27586;"Saint-Philbert-sur-Boissey";"undefined"
COM-27547;"Saint-Germain-la-Campagne";"undefined"
COM-27632;"Le Thil";"undefined"
COM-27570;"Saint-Martin-la-Campagne";"undefined"
COM-27614;"Sancourt";"undefined"
COM-27622;"Serquigny";"undefined"
COM-27604;"Saint-Sulpice-de-Grimbouville";"undefined"
COM-27548;"Saint-Germain-sur-Avre";"undefined"
COM-27593;"Saint-Pierre-des-Fleurs";"undefined"
COM-27645;"Tocqueville";"undefined"
COM-27646;"Le Torpt";"undefined"
COM-27633;"Les Thilliers-en-Vexin";"undefined"
COM-27571;"Saint-Martin-Saint-Firmin";"undefined"
COM-27615;"Sassey";"undefined"
COM-27594;"Saint-Pierre-des-Ifs";"undefined"
COM-27623;"Surtauville";"undefined"
COM-27605;"Saint-Sylvestre-de-Cormeilles";"undefined"
COM-27616;"La Saussaye";"undefined"
COM-27660;"La Trinité-de-Réville";"undefined"
COM-27635;"Le Thuit";"undefined"
COM-27649;"Touffreville";"undefined"
COM-27617;"Saussay-la-Campagne";"undefined"
COM-27595;"Saint-Pierre-du-Bosguérard";"undefined"
COM-27661;"La Trinité-de-Thouberville";"undefined"
COM-27624;"Surville";"undefined"
COM-27669;"Valletot";"undefined"
COM-27606;"Saint-Symphorien";"undefined"
COM-27618;"Sébécourt";"undefined"
COM-27670;"Vandrimare";"undefined"
COM-27638;"Le Thuit de l'Oison";"undefined"
COM-27662;"Triqueville";"undefined"
COM-27650;"Tournedos-Bois-Hubert";"undefined"
COM-27608;"Saint-Victor-de-Chrétienville";"undefined"
COM-27625;"Suzay";"undefined"
COM-27671;"Vannecrocq";"undefined"
COM-27597;"Saint-Pierre-du-Val";"undefined"
COM-27663;"Le Troncq";"undefined"
COM-27609;"Saint-Victor-d'Épine";"undefined"
COM-27640;"Tilleul-Dame-Agnès";"undefined"
COM-27672;"Vascœuil";"undefined"
COM-27652;"Tourneville";"undefined"
COM-27664;"Le Tronquay";"undefined"
COM-27627;"Le Theil-Nolent";"undefined"
COM-27673;"Vatteville";"undefined"
COM-27665;"Trouville-la-Haule";"undefined"
COM-27641;"Le Tilleul-Lambert";"undefined"
COM-27674;"Vaux-sur-Eure";"undefined"
COM-27629;"Thiberville";"undefined"
COM-27654;"Tourville-la-Campagne";"undefined"
COM-27666;"La Vacherie";"undefined"
COM-27676;"Les Trois Lacs";"undefined"
COM-27630;"Thibouville";"undefined"
COM-27679;"Verneuil d'Avre et d'Iton";"undefined"
COM-27680;"Verneusses";"undefined"
COM-27643;"Tillières-sur-Avre";"undefined"
COM-27667;"Valailles";"undefined"
COM-27655;"Tourville-sur-Pont-Audemer";"undefined"
COM-27677;"Venon";"undefined"
COM-27690;"Villers-en-Vexin";"undefined"
COM-27681;"Vernon";"undefined"
COM-27691;"Villers-sur-le-Roule";"undefined"
COM-27644;"Tilly";"undefined"
COM-27668;"Le Val-David";"undefined"
COM-27656;"Toutainville";"undefined"
COM-27678;"Les Ventes";"undefined"
COM-27682;"Vesly";"undefined"
COM-27692;"Villettes";"undefined"
COM-27658;"Le Tremblay-Omonville";"undefined"
COM-27700;"Vraiville";"undefined"
COM-27683;"Vézillon";"undefined"
COM-27659;"La Trinité";"undefined"
COM-27701;"Val-de-Reuil";"undefined"
COM-27693;"Sylvains-Lès-Moulins";"undefined"
COM-27684;"Le Vieil-Évreux";"undefined"
COM-28001;"Abondant";"undefined"
COM-27685;"La Vieille-Lyre";"undefined"
COM-28009;"Ardelu";"undefined"
COM-27694;"Villez-sous-Bailleul";"undefined"
COM-28003;"Allainville";"undefined"
COM-27686;"Vieux-Port";"undefined"
COM-28010;"Argenvilliers";"undefined"
COM-27695;"Villez-sur-le-Neubourg";"undefined"
COM-28004;"Allonnes";"undefined"
COM-28021;"Bailleau-le-Pin";"undefined"
COM-27689;"Villegats";"undefined"
COM-28022;"Bailleau-l'Évêque";"undefined"
COM-28012;"Vald'Yerre";"undefined"
COM-27696;"Villiers-en-Désœuvre";"undefined"
COM-28005;"Alluyes";"undefined"
COM-28023;"Bailleau-Armenonville";"undefined"
COM-28006;"Amilly";"undefined"
COM-27697;"Vironvay";"undefined"
COM-28013;"Aunay-sous-Auneau";"undefined"
COM-28024;"Barjouville";"undefined"
COM-28007;"Anet";"undefined"
COM-28014;"Aunay-sous-Crécy";"undefined"
COM-27698;"Vitot";"undefined"
COM-28026;"Baudreville";"undefined"
COM-28008;"Ardelles";"undefined"
COM-28015;"Auneau-Bleury-Saint-Symphorien";"undefined"
COM-27699;"Voiscreville";"undefined"
COM-28027;"La Bazoche-Gouet";"undefined"
COM-28016;"Les Autels-Villevillon";"undefined"
COM-28028;"Bazoches-en-Dunois";"undefined"
COM-28018;"Authon-du-Perche";"undefined"
COM-28029;"Bazoches-les-Hautes";"undefined"
COM-28019;"Baigneaux";"undefined"
COM-28030;"Beauche";"undefined"
COM-28031;"Beaumont-les-Autels";"undefined"
COM-28032;"Beauvilliers";"undefined"
COM-28033;"Belhomert-Guéhouville";"undefined"
COM-28034;"Berchères-Saint-Germain";"undefined"
COM-28035;"Berchères-les-Pierres";"undefined"
COM-28036;"Berchères-sur-Vesgre";"undefined"
COM-28037;"Bérou-la-Mulotière";"undefined"
COM-28038;"Béthonvilliers";"undefined"
COM-28039;"Béville-le-Comte";"undefined"
COM-28040;"Billancelles";"undefined"
COM-28041;"Blandainville";"undefined"
COM-28045;"Boissy-en-Drouais";"undefined"
COM-28046;"Boissy-lès-Perche";"undefined"
COM-28047;"Boisville-la-Saint-Père";"undefined"
COM-28048;"La Bourdinière-Saint-Loup";"undefined"
COM-28049;"Boncé";"undefined"
COM-28050;"Boncourt";"undefined"
COM-28051;"Bonneval";"undefined"
COM-28052;"Bouglainval";"undefined"
COM-28053;"Le Boullay-les-Deux-Églises";"undefined"
COM-28054;"Le Boullay-Mivoye";"undefined"
COM-28055;"Le Boullay-Thierry";"undefined"
COM-28056;"Boutigny-Prouais";"undefined"
COM-28057;"Bouville";"undefined"
COM-28058;"Bréchamps";"undefined"
COM-28059;"Brezolles";"undefined"
COM-28060;"Briconville";"undefined"
COM-28061;"Brou";"undefined"
COM-28062;"Broué";"undefined"
COM-28064;"Bû";"undefined"
COM-28074;"La Chapelle-d'Aunainville";"undefined"
COM-28075;"La Chapelle-du-Noyer";"undefined"
COM-28065;"Bullainville";"undefined"
COM-28067;"Cernay";"undefined"
COM-28076;"La Chapelle-Forainvilliers";"undefined"
COM-28068;"Challet";"undefined"
COM-28070;"Champhol";"undefined"
COM-28077;"La Chapelle-Fortin";"undefined"
COM-28071;"Champrond-en-Gâtine";"undefined"
COM-28072;"Champrond-en-Perchet";"undefined"
COM-28078;"Chapelle-Guillaume";"undefined"
COM-28085;"Chartres";"undefined"
COM-28086;"Chassant";"undefined"
COM-28073;"Champseru";"undefined"
COM-28079;"Chapelle-Royale";"undefined"
COM-28087;"Châtaincourt";"undefined"
COM-28088;"Châteaudun";"undefined"
COM-28080;"Charbonnières";"undefined"
COM-28089;"Châteauneuf-en-Thymerais";"undefined"
COM-28090;"Les Châtelets";"undefined"
COM-28081;"Charonville";"undefined"
COM-28091;"Les Châtelliers-Notre-Dame";"undefined"
COM-28082;"Charpont";"undefined"
COM-28092;"Châtenay";"undefined"
COM-28084;"Chartainvilliers";"undefined"
COM-28094;"Chaudon";"undefined"
COM-28095;"Chauffours";"undefined"
COM-28096;"La Chaussée-d'Ivry";"undefined"
COM-28098;"Cherisy";"undefined"
COM-28099;"Chuisnes";"undefined"
COM-28100;"Cintray";"undefined"
COM-28102;"Clévilliers";"undefined"
COM-28103;"Cloyes-les-Trois-Rivières";"undefined"
COM-28104;"Coltainville";"undefined"
COM-28105;"Combres";"undefined"
COM-28106;"Conie-Molitard";"undefined"
COM-28107;"Corancez";"undefined"
COM-28108;"Cormainville";"undefined"
COM-28118;"Croisilles";"undefined"
COM-28128;"Dangers";"undefined"
COM-28109;"Les Corvées-les-Yys";"undefined"
COM-28119;"La Croix-du-Perche";"undefined"
COM-28129;"Denonville";"undefined"
COM-28140;"Épernon";"undefined"
COM-28110;"Le Coudray";"undefined"
COM-28141;"Ermenonville-la-Grande";"undefined"
COM-28120;"Crucey-Villages";"undefined"
COM-28130;"Digny";"undefined"
COM-28111;"Coudray-au-Perche";"undefined"
COM-28151;"Fessanvilliers-Mattanvilliers";"undefined"
COM-28142;"Ermenonville-la-Petite";"undefined"
COM-28153;"Flacey";"undefined"
COM-28121;"Dambron";"undefined"
COM-28132;"Donnemain-Saint-Mamès";"undefined"
COM-28113;"Coulombs";"undefined"
COM-28143;"Escorpain";"undefined"
COM-28162;"Fresnay-le-Comte";"undefined"
COM-28122;"Dammarie";"undefined"
COM-28154;"Fontaine-la-Guyon";"undefined"
COM-28114;"Courbehaye";"undefined"
COM-28134;"Dreux";"undefined"
COM-28163;"Fresnay-le-Gilmert";"undefined"
COM-28144;"Les Étilleux";"undefined"
COM-28172;"Gas";"undefined"
COM-28116;"Courville-sur-Eure";"undefined"
COM-28123;"Dampierre-sous-Brou";"undefined"
COM-28155;"Fontaine-les-Ribouts";"undefined"
COM-28135;"Droue-sur-Drouette";"undefined"
COM-28173;"Gasville-Oisème";"undefined"
COM-28164;"Fresnay-l'Évêque";"undefined"
COM-28146;"Faverolles";"undefined"
COM-28184;"Gouillons";"undefined"
COM-28117;"Crécy-Couvé";"undefined"
COM-28156;"Fontaine-Simon";"undefined"
COM-28124;"Dampierre-sur-Avre";"undefined"
COM-28136;"Écluzelles";"undefined"
COM-28185;"Goussainville";"undefined"
COM-28175;"La Gaudaine";"undefined"
COM-28166;"Friaize";"undefined"
COM-28147;"Favières";"undefined"
COM-28157;"Fontenay-sur-Conie";"undefined"
COM-28194;"Houville-la-Branche";"undefined"
COM-28195;"Houx";"undefined"
COM-28137;"Écrosnes";"undefined"
COM-28126;"Dancy";"undefined"
COM-28176;"Le Gault-Saint-Denis";"undefined"
COM-28167;"Fruncé";"undefined"
COM-28187;"Guainville";"undefined"
COM-28148;"Le Favril";"undefined"
COM-28158;"Fontenay-sur-Eure";"undefined"
COM-28206;"Laons";"undefined"
COM-28196;"Illiers-Combray";"undefined"
COM-28177;"Gellainville";"undefined"
COM-28139;"Épeautrolles";"undefined"
COM-28168;"Gallardon";"undefined"
COM-28127;"Dangeau";"undefined"
COM-28188;"Le Gué-de-Longroi";"undefined"
COM-28149;"La Ferté-Vidame";"undefined"
COM-28178;"Germainville";"undefined"
COM-28159;"La Framboisière";"undefined"
COM-28197;"Intréville";"undefined"
COM-28215;"Louville-la-Chenard";"undefined"
COM-28169;"Garancières-en-Beauce";"undefined"
COM-28189;"Guilleville";"undefined"
COM-28207;"Léthuin";"undefined"
COM-28216;"Louvilliers-en-Drouais";"undefined"
COM-28160;"Francourville";"undefined"
COM-28180;"Gilles";"undefined"
COM-28170;"Garancières-en-Drouais";"undefined"
COM-28198;"Jallans";"undefined"
COM-28190;"Guillonville";"undefined"
COM-28217;"Louvilliers-lès-Perche";"undefined"
COM-28171;"Garnay";"undefined"
COM-28161;"Frazé";"undefined"
COM-28182;"Gohory";"undefined"
COM-28208;"Levainville";"undefined"
COM-28199;"Janville-en-Beauce";"undefined"
COM-28191;"Hanches";"undefined"
COM-28218;"Lucé";"undefined"
COM-28183;"Gommerville";"undefined"
COM-28200;"Jaudrais";"undefined"
COM-28192;"Happonvilliers";"undefined"
COM-28209;"Lèves";"undefined"
COM-28219;"Luigny";"undefined"
COM-28201;"Jouy";"undefined"
COM-28193;"Havelu";"undefined"
COM-28225;"Magny";"undefined"
COM-28226;"Maillebois";"undefined"
COM-28220;"Luisant";"undefined"
COM-28210;"Levesville-la-Chenard";"undefined"
COM-28202;"Lamblore";"undefined"
COM-28227;"Maintenon";"undefined"
COM-28235;"Marchezais";"undefined"
COM-28221;"Lumeau";"undefined"
COM-28236;"Arcisses";"undefined"
COM-28229;"Mainvilliers";"undefined"
COM-28203;"Landelles";"undefined"
COM-28211;"Logron";"undefined"
COM-28222;"Luplanté";"undefined"
COM-28248;"Le Mesnil-Thomas";"undefined"
COM-28230;"Maisons";"undefined"
COM-28237;"Marolles-les-Buis";"undefined"
COM-28223;"Luray";"undefined"
COM-28249;"Mévoisins";"undefined"
COM-28259;"Montboissier";"undefined"
COM-28231;"La Mancelière";"undefined"
COM-28239;"Marville-Moutiers-Brûlé";"undefined"
COM-28212;"Loigny-la-Bataille";"undefined"
COM-28251;"Mézières-en-Drouais";"undefined"
COM-28260;"Montharville";"undefined"
COM-28232;"Manou";"undefined"
COM-28240;"Meaucé";"undefined"
COM-28270;"Moriers";"undefined"
COM-28252;"Miermaigne";"undefined"
COM-28261;"Montigny-le-Chartif";"undefined"
COM-28233;"Marboué";"undefined"
COM-28253;"Mignières";"undefined"
COM-28271;"Morvilliers";"undefined"
COM-28242;"Méréglise";"undefined"
COM-28254;"Mittainvilliers-Vérigny";"undefined"
COM-28280;"Nogent-le-Rotrou";"undefined"
COM-28263;"Montigny-sur-Avre";"undefined"
COM-28281;"Nogent-sur-Eure";"undefined"
COM-28234;"Marchéville";"undefined"
COM-28213;"Lormaye";"undefined"
COM-28243;"Mérouville";"undefined"
COM-28264;"Montireau";"undefined"
COM-28255;"Moinville-la-Jeulin";"undefined"
COM-28282;"Nonvilliers-Grandhoux";"undefined"
COM-28291;"Ouarville";"undefined"
COM-28272;"Mottereau";"undefined"
COM-28245;"Meslay-le-Grenet";"undefined"
COM-28265;"Montlandon";"undefined"
COM-28214;"La Loupe";"undefined"
COM-28283;"Nottonville";"undefined"
COM-28256;"Moléans";"undefined"
COM-28292;"Ouerre";"undefined"
COM-28302;"Pontgouin";"undefined"
COM-28246;"Meslay-le-Vidame";"undefined"
COM-28273;"Moulhard";"undefined"
COM-28284;"Oinville-Saint-Liphard";"undefined"
COM-28267;"Montreuil";"undefined"
COM-28257;"Mondonville-Saint-Jean";"undefined"
COM-28293;"Oulins";"undefined"
COM-28303;"Poupry";"undefined"
COM-28247;"Le Mesnil-Simon";"undefined"
COM-28313;"Réclainville";"undefined"
COM-28285;"Oinville-sous-Auneau";"undefined"
COM-28268;"Morainville";"undefined"
COM-28294;"Oysonville";"undefined"
COM-28304;"Prasville";"undefined"
COM-28314;"Les Ressuintes";"undefined"
COM-28274;"Moutiers";"undefined"
COM-28286;"Ollé";"undefined"
COM-28269;"Morancez";"undefined"
COM-28305;"Pré-Saint-Évroult";"undefined"
COM-28296;"Péronville";"undefined"
COM-28324;"Saint-Arnoult-des-Bois";"undefined"
COM-28325;"Saint-Aubin-des-Bois";"undefined"
COM-28287;"Orgères-en-Beauce";"undefined"
COM-28306;"Pré-Saint-Martin";"undefined"
COM-28315;"Revercourt";"undefined"
COM-28298;"Pierres";"undefined"
COM-28326;"Saint-Avit-les-Guespières";"undefined"
COM-28335;"Saint-Éliph";"undefined"
COM-28275;"Néron";"undefined"
COM-28289;"Ormoy";"undefined"
COM-28308;"Prudemanche";"undefined"
COM-28299;"Les Pinthières";"undefined"
COM-28336;"Saint-Éman";"undefined"
COM-28327;"Saint-Bomer";"undefined"
COM-28290;"Orrouer";"undefined"
COM-28347;"Saint-Lubin-de-la-Haye";"undefined"
COM-28316;"Rohaire";"undefined"
COM-28309;"Prunay-le-Gillon";"undefined"
COM-28300;"Poinville";"undefined"
COM-28337;"Saint-Georges-sur-Eure";"undefined"
COM-28348;"Saint-Lubin-des-Joncherets";"undefined"
COM-28277;"Neuvy-en-Dunois";"undefined"
COM-28329;"Saint-Christophe";"undefined"
COM-28310;"La Puisaye";"undefined"
COM-28357;"Saint-Piat";"undefined"
COM-28301;"Poisvilliers";"undefined"
COM-28339;"Saint-Germain-le-Gaillard";"undefined"
COM-28358;"Saint-Prest";"undefined"
COM-28349;"Saint-Lucien";"undefined"
COM-28317;"Roinville";"undefined"
COM-28330;"Villemaury";"undefined"
COM-28312;"Puiseux";"undefined"
COM-28341;"Saint-Jean-de-Rebervilliers";"undefined"
COM-28319;"Neuville Saint Denis";"undefined"
COM-28359;"Saint-Rémy-sur-Avre";"undefined"
COM-28350;"Saint-Luperce";"undefined"
COM-28331;"Saintigny";"undefined"
COM-28360;"Saint-Sauveur-Marville";"undefined"
COM-28278;"Nogent-le-Phaye";"undefined"
COM-28332;"Sainte-Gemme-Moronval";"undefined"
COM-28342;"Saint-Jean-Pierre-Fixte";"undefined"
COM-28362;"Saint-Victor-de-Buthon";"undefined"
COM-28351;"Saint-Maixme-Hauterive";"undefined"
COM-28321;"Rouvres";"undefined"
COM-28279;"Nogent-le-Roi";"undefined"
COM-28352;"Saint-Martin-de-Nigelles";"undefined"
COM-28343;"Saint-Laurent-la-Gâtine";"undefined"
COM-28363;"Sainville";"undefined"
COM-28333;"Saint-Denis-des-Puits";"undefined"
COM-28344;"Saint-Léger-des-Aubées";"undefined"
COM-28364;"Sancheville";"undefined"
COM-28346;"Saint-Lubin-de-Cravant";"undefined"
COM-28334;"Saint-Denis-Lanneray";"undefined"
COM-28322;"Rueil-la-Gadelière";"undefined"
COM-28365;"Sandarville";"undefined"
COM-28353;"Saint-Maur-sur-le-Loir";"undefined"
COM-28323;"Saint-Ange-et-Torçay";"undefined"
COM-28354;"Saint-Maurice-Saint-Germain";"undefined"
COM-28366;"Santeuil";"undefined"
COM-28355;"Saint-Ouen-Marchefroy";"undefined"
COM-28367;"Santilly";"undefined"
COM-28368;"La Saucelle";"undefined"
COM-28369;"Saulnières";"undefined"
COM-28370;"Saumeray";"undefined"
COM-28371;"Saussay";"undefined"
COM-28372;"Senantes";"undefined"
COM-28373;"Senonches";"undefined"
COM-28374;"Serazereux";"undefined"
COM-28375;"Serville";"undefined"
COM-28377;"Sorel-Moussel";"undefined"
COM-28378;"Souancé-au-Perche";"undefined"
COM-28379;"Soulaires";"undefined"
COM-28380;"Sours";"undefined"
COM-28382;"Terminiers";"undefined"
COM-28383;"Theuville";"undefined"
COM-28385;"Le Thieulin";"undefined"
COM-28386;"Thimert-Gâtelles";"undefined"
COM-28387;"Thiron-Gardais";"undefined"
COM-28388;"Thivars";"undefined"
COM-28389;"Thiville";"undefined"
COM-28390;"Tillay-le-Péneux";"undefined"
COM-28391;"Toury";"undefined"
COM-28392;"Trancrainville";"undefined"
COM-28393;"Tremblay-les-Villages";"undefined"
COM-28394;"Tréon";"undefined"
COM-28395;"Trizay-Coutretot-Saint-Serge";"undefined"
COM-28396;"Trizay-lès-Bonneval";"undefined"
COM-28397;"Umpeau";"undefined"
COM-28398;"Unverre";"undefined"
COM-28400;"Varize";"undefined"
COM-28401;"Vaupillon";"undefined"
COM-28410;"Villampuy";"undefined"
COM-28403;"Ver-lès-Chartres";"undefined"
COM-28404;"Vernouillet";"undefined"
COM-28411;"Villars";"undefined"
COM-28423;"Yermenonville";"undefined"
COM-28405;"Vert-en-Drouais";"undefined"
COM-28424;"Yèvres";"undefined"
COM-28414;"Villebon";"undefined"
COM-28425;"Ymeray";"undefined"
COM-28406;"Éole-en-Beauce";"undefined"
COM-28415;"Villemeux-sur-Eure";"undefined"
COM-28426;"Ymonville";"undefined"
COM-28417;"Villiers-le-Morhier";"undefined"
COM-28407;"Vichères";"undefined"
COM-29001;"Argol";"undefined"
COM-28418;"Villiers-Saint-Orien";"undefined"
COM-28408;"Vierville";"undefined"
COM-29002;"Arzano";"undefined"
COM-28409;"Vieuvicq";"undefined"
COM-28419;"Vitray-en-Beauce";"undefined"
COM-29003;"Audierne";"undefined"
COM-28421;"Voise";"undefined"
COM-28422;"Les Villages Vovéens";"undefined"
COM-29004;"Bannalec";"undefined"
COM-29006;"Bénodet";"undefined"
COM-29005;"Baye";"undefined"
COM-29007;"Berrien";"undefined"
COM-29008;"Beuzec-Cap-Sizun";"undefined"
COM-29010;"Bodilis";"undefined"
COM-29011;"Bohars";"undefined"
COM-29012;"Bolazec";"undefined"
COM-29013;"Botmeur";"undefined"
COM-29014;"Botsorhel";"undefined"
COM-29016;"Brasparts";"undefined"
COM-29017;"Brélès";"undefined"
COM-29015;"Bourg-Blanc";"undefined"
COM-29018;"Brennilis";"undefined"
COM-29019;"Brest";"undefined"
COM-29020;"Briec";"undefined"
COM-29026;"Châteaulin";"undefined"
COM-29021;"Plounéour-Brignogan-plages";"undefined"
COM-29027;"Châteauneuf-du-Faou";"undefined"
COM-29022;"Camaret-sur-Mer";"undefined"
COM-29028;"Cléden-Cap-Sizun";"undefined"
COM-29023;"Carantec";"undefined"
COM-29029;"Cléden-Poher";"undefined"
COM-29024;"Carhaix-Plouguer";"undefined"
COM-29030;"Cléder";"undefined"
COM-29025;"Cast";"undefined"
COM-29035;"Coat-Méal";"undefined"
COM-29031;"Clohars-Carnoët";"undefined"
COM-29036;"Collorec";"undefined"
COM-29044;"Dinéault";"undefined"
COM-29032;"Clohars-Fouesnant";"undefined"
COM-29045;"Dirinon";"undefined"
COM-29037;"Combrit";"undefined"
COM-29055;"Le Folgoët";"undefined"
COM-29033;"Le Cloître-Pleyben";"undefined"
COM-29056;"La Forest-Landerneau";"undefined"
COM-29038;"Commana";"undefined"
COM-29046;"Douarnenez";"undefined"
COM-29034;"Le Cloître-Saint-Thégonnec";"undefined"
COM-29057;"La Forêt-Fouesnant";"undefined"
COM-29039;"Concarneau";"undefined"
COM-29047;"Le Drennec";"undefined"
COM-29058;"Fouesnant";"undefined"
COM-29040;"Le Conquet";"undefined"
COM-29065;"Gourlizon";"undefined"
COM-29048;"Edern";"undefined"
COM-29041;"Coray";"undefined"
COM-29066;"Guengat";"undefined"
COM-29059;"Garlan";"undefined"
COM-29049;"Elliant";"undefined"
COM-29074;"Guimiliau";"undefined"
COM-29042;"Crozon";"undefined"
COM-29075;"Guipavas";"undefined"
COM-29067;"Guerlesquin";"undefined"
COM-29060;"Gouesnach";"undefined"
COM-29051;"Ergué-Gabéric";"undefined"
COM-29083;"Île-de-Sein";"undefined"
COM-29043;"Daoulas";"undefined"
COM-29084;"Île-Molène";"undefined"
COM-29076;"Milizac-Guipronvel";"undefined"
COM-29061;"Gouesnou";"undefined"
COM-29068;"Guiclan";"undefined"
COM-29053;"Le Faou";"undefined"
COM-29094;"Kernouës";"undefined"
COM-29085;"Île-Tudy";"undefined"
COM-29095;"Kersaint-Plabennec";"undefined"
COM-29077;"Guissény";"undefined"
COM-29069;"Guilers";"undefined"
COM-29062;"Gouézec";"undefined"
COM-29054;"La Feuillée";"undefined"
COM-29086;"Irvillac";"undefined"
COM-29097;"Lampaul-Guimiliau";"undefined"
COM-29105;"Landivisiau";"undefined"
COM-29070;"Guiler-sur-Goyen";"undefined"
COM-29078;"Hanvec";"undefined"
COM-29063;"Goulien";"undefined"
COM-29106;"Landrévarzec";"undefined"
COM-29087;"Le Juch";"undefined"
COM-29071;"Guilligomarc'h";"undefined"
COM-29098;"Lampaul-Plouarzel";"undefined"
COM-29079;"Henvic";"undefined"
COM-29114;"Lannéanou";"undefined"
COM-29064;"Goulven";"undefined"
COM-29115;"Lannédern";"undefined"
COM-29107;"Landudal";"undefined"
COM-29072;"Guilvinec";"undefined"
COM-29089;"Kergloff";"undefined"
COM-29080;"Hôpital-Camfrout";"undefined"
COM-29125;"Leuhan";"undefined"
COM-29099;"Lampaul-Ploudalmézeau";"undefined"
COM-29116;"Lanneuffret";"undefined"
COM-29126;"Loc-Brévalaire";"undefined"
COM-29073;"Guimaëc";"undefined"
COM-29108;"Landudec";"undefined"
COM-29081;"Huelgoat";"undefined"
COM-29090;"Kerlaz";"undefined"
COM-29136;"Locunolé";"undefined"
COM-29117;"Lannilis";"undefined"
COM-29128;"Loc-Eguiner";"undefined"
COM-29082;"Île-de-Batz";"undefined"
COM-29109;"Landunvez";"undefined"
COM-29091;"Kerlouan";"undefined"
COM-29119;"Lanrivoaré";"undefined"
COM-29100;"Lanarvily";"undefined"
COM-29137;"Logonna-Daoulas";"undefined"
COM-29147;"Mellac";"undefined"
COM-29120;"Lanvéoc";"undefined"
COM-29110;"Langolen";"undefined"
COM-29130;"Locmaria-Plouzané";"undefined"
COM-29093;"Kernilis";"undefined"
COM-29148;"Mespaul";"undefined"
COM-29101;"Landéda";"undefined"
COM-29139;"Lopérec";"undefined"
COM-29159;"Peumerit";"undefined"
COM-29122;"Laz";"undefined"
COM-29131;"Locmélar";"undefined"
COM-29111;"Lanhouarneau";"undefined"
COM-29160;"Plabennec";"undefined"
COM-29150;"Moëlan-sur-Mer";"undefined"
COM-29102;"Landeleau";"undefined"
COM-29123;"Lennon";"undefined"
COM-29140;"Loperhet";"undefined"
COM-29169;"Plogonnec";"undefined"
COM-29170;"Plomelin";"undefined"
COM-29151;"Morlaix";"undefined"
COM-29132;"Locquénolé";"undefined"
COM-29161;"Pleuven";"undefined"
COM-29112;"Lanildut";"undefined"
COM-29103;"Landerneau";"undefined"
COM-29141;"Loqueffret";"undefined"
COM-29124;"Lesneven";"undefined"
COM-29178;"Ploudalmézeau";"undefined"
COM-29179;"Ploudaniel";"undefined"
COM-29171;"Plomeur";"undefined"
COM-29162;"Pleyben";"undefined"
COM-29152;"Motreff";"undefined"
COM-29133;"Locquirec";"undefined"
COM-29113;"Lanmeur";"undefined"
COM-29104;"Landévennec";"undefined"
COM-29142;"Lothey";"undefined"
COM-29180;"Ploudiry";"undefined"
COM-29172;"Plomodiern";"undefined"
COM-29188;"Plougasnou";"undefined"
COM-29134;"Locronan";"undefined"
COM-29153;"Névez";"undefined"
COM-29143;"Mahalon";"undefined"
COM-29163;"Pleyber-Christ";"undefined"
COM-29181;"Plouédern";"undefined"
COM-29189;"Plougastel-Daoulas";"undefined"
COM-29173;"Plonéis";"undefined"
COM-29135;"Loctudy";"undefined"
COM-29155;"Ouessant";"undefined"
COM-29144;"La Martyre";"undefined"
COM-29165;"Plobannalec-Lesconil";"undefined"
COM-29190;"Plougonvelin";"undefined"
COM-29182;"Plouégat-Guérand";"undefined"
COM-29174;"Plonéour-Lanvern";"undefined"
COM-29156;"Pencran";"undefined"
COM-29145;"Confort-Meilars";"undefined"
COM-29166;"Ploéven";"undefined"
COM-29191;"Plougonven";"undefined"
COM-29183;"Plouégat-Moysan";"undefined"
COM-29175;"Plonévez-du-Faou";"undefined"
COM-29158;"Penmarch";"undefined"
COM-29146;"Melgven";"undefined"
COM-29192;"Plougoulm";"undefined"
