code;libelle français;libelle anglais
Y15T24;"De 15 à 24 ans ";"From 15 to 24 years"
Y25T54;"De 25 à 54 ans";"From 25 to 54 years"
Y_GE15;"15 ans ou plus";"15 years old or older"
Y_GE55;"55 ans ou plus";"55 years old or older"
